date,pollutant,mean_value,neighborhood
2021-05-15,NO2,27.8,Hunts Point - Mott Haven
2021-05-15,Ozone,0.048,Hunts Point - Mott Haven
2021-05-15,PM2.5,7.5,Hunts Point - Mott Haven
2022-05-15,NO2,41.8,Hunts Point - Mott Haven
2022-05-15,Ozone,0.031,Hunts Point - Mott Haven
2022-05-15,PM2.5,8.5,Hunts Point - Mott Haven
2020-05-16,NO2,29.6,Hunts Point - Mott Haven
2020-05-16,Ozone,0.042,Hunts Point - Mott Haven
2020-05-16,PM2.5,3.05,Hunts Point - Mott Haven
2021-05-16,NO2,30.6,Hunts Point - Mott Haven
2021-05-16,Ozone,0.051,Hunts Point - Mott Haven
2021-05-16,PM2.5,10.325000000000001,Hunts Point - Mott Haven
2022-05-16,NO2,35.9,Hunts Point - Mott Haven
2022-05-16,Ozone,0.037,Hunts Point - Mott Haven
2022-05-16,PM2.5,9.1,Hunts Point - Mott Haven
2020-05-17,NO2,10.9,Hunts Point - Mott Haven
2020-05-17,Ozone,0.044,Hunts Point - Mott Haven
2020-05-17,PM2.5,2.4,Hunts Point - Mott Haven
2021-05-17,NO2,27.8,Hunts Point - Mott Haven
2021-05-17,Ozone,0.057,Hunts Point - Mott Haven
2021-05-17,PM2.5,9.6,Hunts Point - Mott Haven
2022-05-17,NO2,21.5,Hunts Point - Mott Haven
2022-05-17,Ozone,0.045,Hunts Point - Mott Haven
2022-05-17,PM2.5,4.6,Hunts Point - Mott Haven
2020-05-18,NO2,18.3,Hunts Point - Mott Haven
2020-05-18,Ozone,0.044,Hunts Point - Mott Haven
2020-05-18,PM2.5,3.05,Hunts Point - Mott Haven
2021-05-18,NO2,28.6,Hunts Point - Mott Haven
2021-05-18,Ozone,0.065,Hunts Point - Mott Haven
2021-05-18,PM2.5,9.4,Hunts Point - Mott Haven
2022-05-18,NO2,24,Hunts Point - Mott Haven
2022-05-18,Ozone,0.042,Hunts Point - Mott Haven
2022-05-18,PM2.5,4.3,Hunts Point - Mott Haven
2020-05-19,NO2,14.5,Hunts Point - Mott Haven
2020-05-19,Ozone,0.039,Hunts Point - Mott Haven
2020-05-19,PM2.5,4.1,Hunts Point - Mott Haven
2021-05-19,NO2,26.6,Hunts Point - Mott Haven
2021-05-19,Ozone,0.061,Hunts Point - Mott Haven
2021-05-19,PM2.5,9.850000000000001,Hunts Point - Mott Haven
2022-05-19,NO2,38.1,Hunts Point - Mott Haven
2022-05-19,Ozone,0.028,Hunts Point - Mott Haven
2022-05-19,PM2.5,9.2,Hunts Point - Mott Haven
2020-05-20,NO2,16.4,Hunts Point - Mott Haven
2020-05-20,Ozone,0.04,Hunts Point - Mott Haven
2020-05-20,PM2.5,3,Hunts Point - Mott Haven
2021-05-20,NO2,33.4,Hunts Point - Mott Haven
2021-05-20,Ozone,0.04,Hunts Point - Mott Haven
2021-05-20,PM2.5,6.1,Hunts Point - Mott Haven
2022-05-20,NO2,27.2,Hunts Point - Mott Haven
2022-05-20,Ozone,0.029,Hunts Point - Mott Haven
2022-05-20,PM2.5,13.05,Hunts Point - Mott Haven
2020-05-21,NO2,27.2,Hunts Point - Mott Haven
2020-05-21,Ozone,0.035,Hunts Point - Mott Haven
2020-05-21,PM2.5,6.3,Hunts Point - Mott Haven
2021-05-21,NO2,32.7,Hunts Point - Mott Haven
2021-05-21,Ozone,0.041,Hunts Point - Mott Haven
2021-05-21,PM2.5,7.4,Hunts Point - Mott Haven
2022-05-21,NO2,43.7,Hunts Point - Mott Haven
2022-05-21,Ozone,0.058,Hunts Point - Mott Haven
2022-05-21,PM2.5,16.4,Hunts Point - Mott Haven
2020-05-22,NO2,34.8,Hunts Point - Mott Haven
2020-05-22,Ozone,0.034,Hunts Point - Mott Haven
2020-05-22,PM2.5,7.05,Hunts Point - Mott Haven
2021-05-22,NO2,36.7,Hunts Point - Mott Haven
2021-05-22,Ozone,0.06,Hunts Point - Mott Haven
2021-05-22,PM2.5,12.75,Hunts Point - Mott Haven
2022-05-22,NO2,39.1,Hunts Point - Mott Haven
2022-05-22,Ozone,0.052,Hunts Point - Mott Haven
2022-05-22,PM2.5,13.9,Hunts Point - Mott Haven
2020-05-23,NO2,18.5,Hunts Point - Mott Haven
2020-05-23,Ozone,0.036,Hunts Point - Mott Haven
2020-05-23,PM2.5,3.5999999999999996,Hunts Point - Mott Haven
2021-05-23,NO2,6.8,Hunts Point - Mott Haven
2021-05-23,Ozone,0.042,Hunts Point - Mott Haven
2021-05-23,PM2.5,7.25,Hunts Point - Mott Haven
2022-05-23,NO2,10.6,Hunts Point - Mott Haven
2022-05-23,Ozone,0.036,Hunts Point - Mott Haven
2022-05-23,PM2.5,3.15,Hunts Point - Mott Haven
2020-05-24,NO2,12.9,Hunts Point - Mott Haven
2020-05-24,Ozone,0.038,Hunts Point - Mott Haven
2020-05-24,PM2.5,5.85,Hunts Point - Mott Haven
2021-05-24,NO2,11.9,Hunts Point - Mott Haven
2021-05-24,Ozone,0.037,Hunts Point - Mott Haven
2021-05-24,PM2.5,3.9,Hunts Point - Mott Haven
2022-05-24,Ozone,0.031,Hunts Point - Mott Haven
2022-05-24,PM2.5,4.5,Hunts Point - Mott Haven
2020-05-25,NO2,29.1,Hunts Point - Mott Haven
2020-05-25,Ozone,0.029,Hunts Point - Mott Haven
2020-05-25,PM2.5,4.949999999999999,Hunts Point - Mott Haven
2021-05-25,NO2,21.4,Hunts Point - Mott Haven
2021-05-25,Ozone,0.04,Hunts Point - Mott Haven
2021-05-25,PM2.5,7.2,Hunts Point - Mott Haven
2022-05-25,NO2,19.8,Hunts Point - Mott Haven
2022-05-25,Ozone,0.025,Hunts Point - Mott Haven
2022-05-25,PM2.5,5.2,Hunts Point - Mott Haven
2020-05-26,NO2,31.5,Hunts Point - Mott Haven
2020-05-26,Ozone,0.025,Hunts Point - Mott Haven
2020-05-26,PM2.5,7.05,Hunts Point - Mott Haven
2021-05-26,NO2,22.9,Hunts Point - Mott Haven
2021-05-26,Ozone,0.05,Hunts Point - Mott Haven
2021-05-26,PM2.5,12.850000000000001,Hunts Point - Mott Haven
2022-05-26,NO2,25.9,Hunts Point - Mott Haven
2022-05-26,Ozone,0.033,Hunts Point - Mott Haven
2022-05-26,PM2.5,6.6,Hunts Point - Mott Haven
2020-05-27,NO2,18.2,Hunts Point - Mott Haven
2020-05-27,Ozone,0.027,Hunts Point - Mott Haven
2020-05-27,PM2.5,2.75,Hunts Point - Mott Haven
2021-05-27,NO2,11.9,Hunts Point - Mott Haven
2021-05-27,Ozone,0.044,Hunts Point - Mott Haven
2021-05-27,PM2.5,5,Hunts Point - Mott Haven
2022-05-27,NO2,21.7,Hunts Point - Mott Haven
2022-05-27,Ozone,0.023,Hunts Point - Mott Haven
2022-05-27,PM2.5,8.5,Hunts Point - Mott Haven
2020-05-28,NO2,20.7,Hunts Point - Mott Haven
2020-05-28,Ozone,0.015,Hunts Point - Mott Haven
2020-05-28,PM2.5,4.75,Hunts Point - Mott Haven
2021-05-28,NO2,11.6,Hunts Point - Mott Haven
2021-05-28,Ozone,0.037,Hunts Point - Mott Haven
2021-05-28,PM2.5,2.8,Hunts Point - Mott Haven
2022-05-28,NO2,11.7,Hunts Point - Mott Haven
2022-05-28,Ozone,0.035,Hunts Point - Mott Haven
2022-05-28,PM2.5,5.8,Hunts Point - Mott Haven
2020-05-29,NO2,20.6,Hunts Point - Mott Haven
2020-05-29,Ozone,0.019,Hunts Point - Mott Haven
2020-05-29,PM2.5,5.6499999999999995,Hunts Point - Mott Haven
2021-05-29,NO2,6.6,Hunts Point - Mott Haven
2021-05-29,Ozone,0.03,Hunts Point - Mott Haven
2021-05-29,PM2.5,1.25,Hunts Point - Mott Haven
2022-05-29,NO2,13.1,Hunts Point - Mott Haven
2022-05-29,Ozone,0.045,Hunts Point - Mott Haven
2022-05-29,PM2.5,6.5,Hunts Point - Mott Haven
2020-05-30,NO2,20.9,Hunts Point - Mott Haven
2020-05-30,Ozone,0.043,Hunts Point - Mott Haven
2020-05-30,PM2.5,3.75,Hunts Point - Mott Haven
2021-05-30,NO2,10,Hunts Point - Mott Haven
2021-05-30,Ozone,0.021,Hunts Point - Mott Haven
2021-05-30,PM2.5,1.6500000000000001,Hunts Point - Mott Haven
2022-05-30,NO2,39.3,Hunts Point - Mott Haven
2022-05-30,Ozone,0.057,Hunts Point - Mott Haven
2022-05-30,PM2.5,11.5,Hunts Point - Mott Haven
2020-05-31,NO2,4.6,Hunts Point - Mott Haven
2020-05-31,Ozone,0.033,Hunts Point - Mott Haven
2020-05-31,PM2.5,1.25,Hunts Point - Mott Haven
2021-05-31,NO2,27.6,Hunts Point - Mott Haven
2021-05-31,Ozone,0.026,Hunts Point - Mott Haven
2021-05-31,PM2.5,2.95,Hunts Point - Mott Haven
2022-05-31,NO2,18.2,Hunts Point - Mott Haven
2022-05-31,Ozone,0.051,Hunts Point - Mott Haven
2022-05-31,PM2.5,10.9,Hunts Point - Mott Haven
2020-06-01,NO2,32.8,Hunts Point - Mott Haven
2020-06-01,Ozone,0.039,Hunts Point - Mott Haven
2020-06-01,PM2.5,2.25,Hunts Point - Mott Haven
2021-06-01,NO2,31.9,Hunts Point - Mott Haven
2021-06-01,Ozone,0.044,Hunts Point - Mott Haven
2021-06-01,PM2.5,10.1,Hunts Point - Mott Haven
2022-06-01,NO2,23.5,Hunts Point - Mott Haven
2022-06-01,Ozone,0.027,Hunts Point - Mott Haven
2022-06-01,PM2.5,7.05,Hunts Point - Mott Haven
2020-06-02,NO2,34.3,Hunts Point - Mott Haven
2020-06-02,Ozone,0.047,Hunts Point - Mott Haven
2020-06-02,PM2.5,5.2,Hunts Point - Mott Haven
2021-06-02,NO2,36.9,Hunts Point - Mott Haven
2021-06-02,Ozone,0.038,Hunts Point - Mott Haven
2021-06-02,PM2.5,8,Hunts Point - Mott Haven
2022-06-02,NO2,31.5,Hunts Point - Mott Haven
2022-06-02,Ozone,0.037,Hunts Point - Mott Haven
2022-06-02,PM2.5,8.2,Hunts Point - Mott Haven
2020-06-03,NO2,24.7,Hunts Point - Mott Haven
2020-06-03,Ozone,0.045,Hunts Point - Mott Haven
2020-06-03,PM2.5,8.85,Hunts Point - Mott Haven
2021-06-03,NO2,29.9,Hunts Point - Mott Haven
2021-06-03,Ozone,0.016,Hunts Point - Mott Haven
2021-06-03,PM2.5,6.325000000000001,Hunts Point - Mott Haven
2022-06-03,NO2,44.1,Hunts Point - Mott Haven
2022-06-03,Ozone,0.041,Hunts Point - Mott Haven
2022-06-03,PM2.5,9,Hunts Point - Mott Haven
2020-06-04,NO2,41.4,Hunts Point - Mott Haven
2020-06-04,Ozone,0.055,Hunts Point - Mott Haven
2020-06-04,PM2.5,9.3,Hunts Point - Mott Haven
2021-06-04,NO2,46.5,Hunts Point - Mott Haven
2021-06-04,Ozone,0.032,Hunts Point - Mott Haven
2021-06-04,PM2.5,7.5,Hunts Point - Mott Haven
2022-06-04,NO2,29.7,Hunts Point - Mott Haven
2022-06-04,Ozone,0.054,Hunts Point - Mott Haven
2022-06-04,PM2.5,7.75,Hunts Point - Mott Haven
2020-06-05,NO2,27.5,Hunts Point - Mott Haven
2020-06-05,Ozone,0.037,Hunts Point - Mott Haven
2020-06-05,PM2.5,9.25,Hunts Point - Mott Haven
2021-06-05,NO2,25.6,Hunts Point - Mott Haven
2021-06-05,Ozone,0.07,Hunts Point - Mott Haven
2021-06-05,PM2.5,10.75,Hunts Point - Mott Haven
2022-06-05,NO2,22.6,Hunts Point - Mott Haven
2022-06-05,Ozone,0.052,Hunts Point - Mott Haven
2022-06-05,PM2.5,4.1,Hunts Point - Mott Haven
2020-06-06,NO2,28.3,Hunts Point - Mott Haven
2020-06-06,Ozone,0.052,Hunts Point - Mott Haven
2020-06-06,PM2.5,7.15,Hunts Point - Mott Haven
2021-06-06,NO2,25,Hunts Point - Mott Haven
2021-06-06,Ozone,0.074,Hunts Point - Mott Haven
2021-06-06,PM2.5,14.825,Hunts Point - Mott Haven
2022-06-06,NO2,33.4,Hunts Point - Mott Haven
2022-06-06,Ozone,0.06,Hunts Point - Mott Haven
2022-06-06,PM2.5,5.8,Hunts Point - Mott Haven
2020-06-07,NO2,11.5,Hunts Point - Mott Haven
2020-06-07,Ozone,0.033,Hunts Point - Mott Haven
2020-06-07,PM2.5,2.75,Hunts Point - Mott Haven
2021-06-07,NO2,39.1,Hunts Point - Mott Haven
2021-06-07,Ozone,0.049,Hunts Point - Mott Haven
2021-06-07,PM2.5,18.95,Hunts Point - Mott Haven
2022-06-07,NO2,24.6,Hunts Point - Mott Haven
2022-06-07,Ozone,0.036,Hunts Point - Mott Haven
2022-06-07,PM2.5,5.5,Hunts Point - Mott Haven
2020-06-08,NO2,34.7,Hunts Point - Mott Haven
2020-06-08,Ozone,0.034,Hunts Point - Mott Haven
2020-06-08,PM2.5,3.4000000000000004,Hunts Point - Mott Haven
2021-06-08,NO2,30.8,Hunts Point - Mott Haven
2021-06-08,Ozone,0.038,Hunts Point - Mott Haven
2021-06-08,PM2.5,12.8,Hunts Point - Mott Haven
2022-06-08,NO2,28.4,Hunts Point - Mott Haven
2022-06-08,Ozone,0.056,Hunts Point - Mott Haven
2022-06-08,PM2.5,8.8,Hunts Point - Mott Haven
2020-06-09,NO2,27.5,Hunts Point - Mott Haven
2020-06-09,Ozone,0.069,Hunts Point - Mott Haven
2020-06-09,PM2.5,8.3,Hunts Point - Mott Haven
2021-06-09,NO2,23.2,Hunts Point - Mott Haven
2021-06-09,Ozone,0.053,Hunts Point - Mott Haven
2021-06-09,PM2.5,7,Hunts Point - Mott Haven
2022-06-09,NO2,23.4,Hunts Point - Mott Haven
2022-06-09,Ozone,0.046,Hunts Point - Mott Haven
2022-06-09,PM2.5,5.4,Hunts Point - Mott Haven
2020-06-10,NO2,17.2,Hunts Point - Mott Haven
2020-06-10,Ozone,0.05,Hunts Point - Mott Haven
2020-06-10,PM2.5,9.9,Hunts Point - Mott Haven
2021-06-10,NO2,13.7,Hunts Point - Mott Haven
2021-06-10,Ozone,0.05,Hunts Point - Mott Haven
2021-06-10,PM2.5,5.800000000000001,Hunts Point - Mott Haven
2022-06-10,NO2,15.2,Hunts Point - Mott Haven
2022-06-10,Ozone,0.041,Hunts Point - Mott Haven
2022-06-10,PM2.5,4.85,Hunts Point - Mott Haven
2020-06-11,NO2,25.1,Hunts Point - Mott Haven
2020-06-11,Ozone,0.025,Hunts Point - Mott Haven
2020-06-11,PM2.5,9.5,Hunts Point - Mott Haven
2021-06-11,NO2,19,Hunts Point - Mott Haven
2021-06-11,Ozone,0.032,Hunts Point - Mott Haven
2021-06-11,PM2.5,6.300000000000001,Hunts Point - Mott Haven
2022-06-11,NO2,24.1,Hunts Point - Mott Haven
2022-06-11,Ozone,0.04,Hunts Point - Mott Haven
2022-06-11,PM2.5,7.6,Hunts Point - Mott Haven
2020-06-12,NO2,16.8,Hunts Point - Mott Haven
2020-06-12,Ozone,0.052,Hunts Point - Mott Haven
2020-06-12,PM2.5,5,Hunts Point - Mott Haven
2021-06-12,NO2,21,Hunts Point - Mott Haven
2021-06-12,Ozone,0.031,Hunts Point - Mott Haven
2021-06-12,PM2.5,5.825,Hunts Point - Mott Haven
2022-06-12,NO2,29.4,Hunts Point - Mott Haven
2022-06-12,Ozone,0.044,Hunts Point - Mott Haven
2022-06-12,PM2.5,7.6,Hunts Point - Mott Haven
2020-06-13,NO2,5.3,Hunts Point - Mott Haven
2020-06-13,Ozone,0.04,Hunts Point - Mott Haven
2020-06-13,PM2.5,1.25,Hunts Point - Mott Haven
2021-06-13,NO2,22.5,Hunts Point - Mott Haven
2021-06-13,Ozone,0.038,Hunts Point - Mott Haven
2021-06-13,PM2.5,6.1499999999999995,Hunts Point - Mott Haven
2022-06-13,NO2,20.5,Hunts Point - Mott Haven
2022-06-13,Ozone,0.058,Hunts Point - Mott Haven
2022-06-13,PM2.5,9.9,Hunts Point - Mott Haven
2020-06-14,NO2,12.6,Hunts Point - Mott Haven
2020-06-14,Ozone,0.038,Hunts Point - Mott Haven
2020-06-14,PM2.5,2.3,Hunts Point - Mott Haven
2021-06-14,NO2,23,Hunts Point - Mott Haven
2021-06-14,Ozone,0.028,Hunts Point - Mott Haven
2021-06-14,PM2.5,3.95,Hunts Point - Mott Haven
2022-06-14,NO2,23.7,Hunts Point - Mott Haven
2022-06-14,Ozone,0.042,Hunts Point - Mott Haven
2022-06-14,PM2.5,6.1,Hunts Point - Mott Haven
2020-06-15,NO2,13.8,Hunts Point - Mott Haven
2020-06-15,Ozone,0.038,Hunts Point - Mott Haven
2020-06-15,PM2.5,4.2,Hunts Point - Mott Haven
2021-06-15,NO2,27.5,Hunts Point - Mott Haven
2021-06-15,Ozone,0.044,Hunts Point - Mott Haven
2021-06-15,PM2.5,4.625,Hunts Point - Mott Haven
2022-06-15,NO2,32.2,Hunts Point - Mott Haven
2022-06-15,Ozone,0.042,Hunts Point - Mott Haven
2022-06-15,PM2.5,6.9,Hunts Point - Mott Haven
2020-06-16,NO2,20.4,Hunts Point - Mott Haven
2020-06-16,Ozone,0.039,Hunts Point - Mott Haven
2020-06-16,PM2.5,4.3,Hunts Point - Mott Haven
2021-06-16,NO2,8.6,Hunts Point - Mott Haven
2021-06-16,Ozone,0.038,Hunts Point - Mott Haven
2021-06-16,PM2.5,3.5500000000000003,Hunts Point - Mott Haven
2022-06-16,NO2,26.4,Hunts Point - Mott Haven
2022-06-16,Ozone,0.029,Hunts Point - Mott Haven
2022-06-16,PM2.5,5.25,Hunts Point - Mott Haven
2020-06-17,NO2,17.2,Hunts Point - Mott Haven
2020-06-17,Ozone,0.031,Hunts Point - Mott Haven
2020-06-17,PM2.5,3.3,Hunts Point - Mott Haven
2021-06-17,NO2,19.5,Hunts Point - Mott Haven
2021-06-17,Ozone,0.044,Hunts Point - Mott Haven
2021-06-17,PM2.5,3,Hunts Point - Mott Haven
2022-06-17,NO2,27.7,Hunts Point - Mott Haven
2022-06-17,PM2.5,9.3,Hunts Point - Mott Haven
2020-06-18,NO2,16.4,Hunts Point - Mott Haven
2020-06-18,Ozone,0.019,Hunts Point - Mott Haven
2020-06-18,PM2.5,3.5500000000000003,Hunts Point - Mott Haven
2021-06-18,NO2,30.3,Hunts Point - Mott Haven
2021-06-18,Ozone,0.066,Hunts Point - Mott Haven
2021-06-18,PM2.5,7.55,Hunts Point - Mott Haven
2022-06-18,NO2,5.3,Hunts Point - Mott Haven
2022-06-18,PM2.5,3.7,Hunts Point - Mott Haven
2020-06-19,NO2,19.2,Hunts Point - Mott Haven
2020-06-19,Ozone,0.036,Hunts Point - Mott Haven
2020-06-19,PM2.5,5,Hunts Point - Mott Haven
2021-06-19,NO2,15.5,Hunts Point - Mott Haven
2021-06-19,Ozone,0.059,Hunts Point - Mott Haven
2021-06-19,PM2.5,10.05,Hunts Point - Mott Haven
2022-06-19,NO2,5.5,Hunts Point - Mott Haven
2022-06-19,PM2.5,3.7,Hunts Point - Mott Haven
2020-06-20,NO2,26.8,Hunts Point - Mott Haven
2020-06-20,Ozone,0.045,Hunts Point - Mott Haven
2020-06-20,PM2.5,10.35,Hunts Point - Mott Haven
2021-06-20,NO2,23.6,Hunts Point - Mott Haven
2021-06-20,Ozone,0.06,Hunts Point - Mott Haven
2021-06-20,PM2.5,11.5,Hunts Point - Mott Haven
2022-06-20,NO2,26.8,Hunts Point - Mott Haven
2022-06-20,PM2.5,7.1,Hunts Point - Mott Haven
2020-06-21,NO2,24.4,Hunts Point - Mott Haven
2020-06-21,Ozone,0.037,Hunts Point - Mott Haven
2020-06-21,PM2.5,6.449999999999999,Hunts Point - Mott Haven
2021-06-21,NO2,19.1,Hunts Point - Mott Haven
2021-06-21,Ozone,0.03,Hunts Point - Mott Haven
2021-06-21,PM2.5,12.475,Hunts Point - Mott Haven
2022-06-21,NO2,48.7,Hunts Point - Mott Haven
2022-06-21,Ozone,0.042,Hunts Point - Mott Haven
2022-06-21,PM2.5,12.7,Hunts Point - Mott Haven
2020-06-22,NO2,25.7,Hunts Point - Mott Haven
2020-06-22,Ozone,0.056,Hunts Point - Mott Haven
2020-06-22,PM2.5,5.3,Hunts Point - Mott Haven
2021-06-22,NO2,15.6,Hunts Point - Mott Haven
2021-06-22,Ozone,0.023,Hunts Point - Mott Haven
2021-06-22,PM2.5,4.4,Hunts Point - Mott Haven
2022-06-22,NO2,29.5,Hunts Point - Mott Haven
2022-06-22,Ozone,0.04,Hunts Point - Mott Haven
2022-06-22,PM2.5,9.15,Hunts Point - Mott Haven
2020-06-23,NO2,31.5,Hunts Point - Mott Haven
2020-06-23,Ozone,0.045,Hunts Point - Mott Haven
2020-06-23,PM2.5,10.05,Hunts Point - Mott Haven
2021-06-23,NO2,22.3,Hunts Point - Mott Haven
2021-06-23,Ozone,0.037,Hunts Point - Mott Haven
2021-06-23,PM2.5,2.8,Hunts Point - Mott Haven
2022-06-23,NO2,22.6,Hunts Point - Mott Haven
2022-06-23,Ozone,0.04,Hunts Point - Mott Haven
2022-06-23,PM2.5,6.9,Hunts Point - Mott Haven
2020-06-24,NO2,19.6,Hunts Point - Mott Haven
2020-06-24,Ozone,0.046,Hunts Point - Mott Haven
2020-06-24,PM2.5,9.75,Hunts Point - Mott Haven
2021-06-24,NO2,35.7,Hunts Point - Mott Haven
2021-06-24,Ozone,0.043,Hunts Point - Mott Haven
2021-06-24,PM2.5,6.65,Hunts Point - Mott Haven
2022-06-24,NO2,38,Hunts Point - Mott Haven
2022-06-24,Ozone,0.045,Hunts Point - Mott Haven
2022-06-24,PM2.5,9.4,Hunts Point - Mott Haven
2020-06-25,NO2,20,Hunts Point - Mott Haven
2020-06-25,Ozone,0.059,Hunts Point - Mott Haven
2020-06-25,PM2.5,7.3,Hunts Point - Mott Haven
2021-06-25,NO2,17,Hunts Point - Mott Haven
2021-06-25,Ozone,0.045,Hunts Point - Mott Haven
2021-06-25,PM2.5,3.8,Hunts Point - Mott Haven
2022-06-25,NO2,33.8,Hunts Point - Mott Haven
2022-06-25,Ozone,0.062,Hunts Point - Mott Haven
2022-06-25,PM2.5,10.4,Hunts Point - Mott Haven
2020-06-26,NO2,29.2,Hunts Point - Mott Haven
2020-06-26,Ozone,0.056,Hunts Point - Mott Haven
2020-06-26,PM2.5,6.9,Hunts Point - Mott Haven
2021-06-26,NO2,11.5,Hunts Point - Mott Haven
2021-06-26,Ozone,0.018,Hunts Point - Mott Haven
2021-06-26,PM2.5,7.7,Hunts Point - Mott Haven
2022-06-26,NO2,37.6,Hunts Point - Mott Haven
2022-06-26,Ozone,0.058,Hunts Point - Mott Haven
2022-06-26,PM2.5,11.6,Hunts Point - Mott Haven
2020-06-27,NO2,32.6,Hunts Point - Mott Haven
2020-06-27,Ozone,0.044,Hunts Point - Mott Haven
2020-06-27,PM2.5,11.85,Hunts Point - Mott Haven
2021-06-27,NO2,14.5,Hunts Point - Mott Haven
2021-06-27,Ozone,0.03,Hunts Point - Mott Haven
2021-06-27,PM2.5,9.850000000000001,Hunts Point - Mott Haven
2022-06-27,NO2,29.4,Hunts Point - Mott Haven
2022-06-27,Ozone,0.023,Hunts Point - Mott Haven
2022-06-27,PM2.5,8.3,Hunts Point - Mott Haven
2020-06-28,NO2,23.1,Hunts Point - Mott Haven
2020-06-28,Ozone,0.058,Hunts Point - Mott Haven
2020-06-28,PM2.5,9.5,Hunts Point - Mott Haven
2021-06-28,NO2,24.6,Hunts Point - Mott Haven
2021-06-28,Ozone,0.05,Hunts Point - Mott Haven
2021-06-28,PM2.5,10.649999999999999,Hunts Point - Mott Haven
2022-06-28,NO2,28.7,Hunts Point - Mott Haven
2022-06-28,Ozone,0.04,Hunts Point - Mott Haven
2022-06-28,PM2.5,4.6,Hunts Point - Mott Haven
2020-06-29,NO2,16.7,Hunts Point - Mott Haven
2020-06-29,Ozone,0.038,Hunts Point - Mott Haven
2020-06-29,PM2.5,5.5,Hunts Point - Mott Haven
2021-06-29,NO2,16.8,Hunts Point - Mott Haven
2021-06-29,Ozone,0.069,Hunts Point - Mott Haven
2021-06-29,PM2.5,11,Hunts Point - Mott Haven
2022-06-29,NO2,42.1,Hunts Point - Mott Haven
2022-06-29,Ozone,0.061,Hunts Point - Mott Haven
2022-06-29,PM2.5,7.2,Hunts Point - Mott Haven
2020-06-30,NO2,17.8,Hunts Point - Mott Haven
2020-06-30,Ozone,0.037,Hunts Point - Mott Haven
2020-06-30,PM2.5,2.95,Hunts Point - Mott Haven
2021-06-30,NO2,22.5,Hunts Point - Mott Haven
2021-06-30,Ozone,0.061,Hunts Point - Mott Haven
2021-06-30,PM2.5,10.225,Hunts Point - Mott Haven
2022-06-30,NO2,33.1,Hunts Point - Mott Haven
2022-06-30,Ozone,0.061,Hunts Point - Mott Haven
2022-06-30,PM2.5,9.3,Hunts Point - Mott Haven
2020-07-01,NO2,26.1,Hunts Point - Mott Haven
2020-07-01,Ozone,0.043,Hunts Point - Mott Haven
2020-07-01,PM2.5,4.8,Hunts Point - Mott Haven
2021-07-01,Ozone,0.036,Hunts Point - Mott Haven
2021-07-01,PM2.5,6.95,Hunts Point - Mott Haven
2022-07-01,NO2,32.3,Hunts Point - Mott Haven
2022-07-01,Ozone,0.068,Hunts Point - Mott Haven
2022-07-01,PM2.5,13.4,Hunts Point - Mott Haven
2020-07-02,NO2,33.1,Hunts Point - Mott Haven
2020-07-02,Ozone,0.041,Hunts Point - Mott Haven
2020-07-02,PM2.5,7.7,Hunts Point - Mott Haven
2021-07-02,Ozone,0.034,Hunts Point - Mott Haven
2021-07-02,PM2.5,4.95,Hunts Point - Mott Haven
2022-07-02,NO2,11.2,Hunts Point - Mott Haven
2022-07-02,Ozone,0.055,Hunts Point - Mott Haven
2022-07-02,PM2.5,8.5,Hunts Point - Mott Haven
2020-07-03,NO2,14.7,Hunts Point - Mott Haven
2020-07-03,Ozone,0.046,Hunts Point - Mott Haven
2020-07-03,PM2.5,12,Hunts Point - Mott Haven
2021-07-03,Ozone,0.013,Hunts Point - Mott Haven
2021-07-03,PM2.5,0.4249999999999998,Hunts Point - Mott Haven
2022-07-03,NO2,20.1,Hunts Point - Mott Haven
2022-07-03,Ozone,0.043,Hunts Point - Mott Haven
2022-07-03,PM2.5,7,Hunts Point - Mott Haven
2020-07-04,NO2,11.5,Hunts Point - Mott Haven
2020-07-04,Ozone,0.042,Hunts Point - Mott Haven
2020-07-04,PM2.5,13.95,Hunts Point - Mott Haven
2021-07-04,Ozone,0.039,Hunts Point - Mott Haven
2021-07-04,PM2.5,23.15,Hunts Point - Mott Haven
2022-07-04,NO2,27.9,Hunts Point - Mott Haven
2022-07-04,Ozone,0.044,Hunts Point - Mott Haven
2022-07-04,PM2.5,11,Hunts Point - Mott Haven
2020-07-05,NO2,28.8,Hunts Point - Mott Haven
2020-07-05,Ozone,0.051,Hunts Point - Mott Haven
2020-07-05,PM2.5,15.45,Hunts Point - Mott Haven
2021-07-05,Ozone,0.046,Hunts Point - Mott Haven
2021-07-05,PM2.5,27.450000000000003,Hunts Point - Mott Haven
2022-07-05,NO2,32.9,Hunts Point - Mott Haven
2022-07-05,Ozone,0.046,Hunts Point - Mott Haven
2022-07-05,PM2.5,11,Hunts Point - Mott Haven
2020-07-06,NO2,38.1,Hunts Point - Mott Haven
2020-07-06,Ozone,0.06,Hunts Point - Mott Haven
2020-07-06,PM2.5,11.65,Hunts Point - Mott Haven
2021-07-06,Ozone,0.064,Hunts Point - Mott Haven
2021-07-06,PM2.5,16.575,Hunts Point - Mott Haven
2022-07-06,NO2,12.2,Hunts Point - Mott Haven
2022-07-06,Ozone,0.042,Hunts Point - Mott Haven
2022-07-06,PM2.5,6.1,Hunts Point - Mott Haven
2020-07-07,NO2,17.7,Hunts Point - Mott Haven
